url,concept_and_mnemonic
https://mammothmemory.net/memory/remembering-months-and-signs-of-the-zodiac/remembering-signs-of-the-zodiac/gemini.html,"```json
[
    {
        ""term"": ""Gemini"",
        ""definition"": ""Gemini is the sign of twins and occurs on June 1st."",
        ""mnemonic"": ""In June the twins always ski on their gem-encrusted skis down dunes."",
        ""image"": ""/images/user/base/Memory/Months/Gemini.jpg"",
        ""keywords"": [""Gemini"", ""Gems"", ""Twins"", ""June"", ""Dune""]
    }
]
```"
https://mammothmemory.net/memory/remembering-months-and-signs-of-the-zodiac/remembering-signs-of-the-zodiac/cancer.html,"```json
[
    {
        ""term"": ""Cancer"",
        ""definition"": ""Cancer is the sign of the crab and occurs on July 1st."",
        ""mnemonic"": ""To get away from the crab who seemed to crush everything including cans, he had to lie in his hammock."",
        ""image"": ""/images/user/base/Memory/Months/cancer crab v2.jpg"",
        ""keywords"": [""Can"", ""Crab"", ""To lie""]
    }
]
```"
https://mammothmemory.net/memory/remembering-months-and-signs-of-the-zodiac/remembering-signs-of-the-zodiac/leo.html,"```json
[
    {
        ""term"": ""Leo"",
        ""definition"": ""Leo is the sign of the lion and occurs on the 1st of August."",
        ""mnemonic"": ""Leo the lion produces all the gusts of wind that are produced in the world."",
        ""image"": ""/images/user/base/Memory/Months/Leo.jpg"",
        ""keywords"": [""Leo"", ""lion"", ""gusts""]
    }
]
```"
https://mammothmemory.net/memory/remembering-months-and-signs-of-the-zodiac/remembering-signs-of-the-zodiac/virgo.html,"```json
[
    {
        ""term"": ""Virgo"",
        ""definition"": ""Virgo is the sign of the virgin and occurs on September 1st."",
        ""mnemonic"": ""The Virgin Mary walks away (virgin goes) from the septic tank member."",
        ""image"": ""/images/user/base/Memory/Months/Virgo - virgin mary v2.jpg"",
        ""keywords"": [""Virgin goes"", ""Virgin Mary"", ""Septic (tank) member""]
    }
]
```"
https://mammothmemory.net/memory/remembering-months-and-signs-of-the-zodiac/remembering-signs-of-the-zodiac/libra.html,"```json
[
    {
        ""term"": ""Libra"",
        ""definition"": ""Libra is the sign of the scales and occurs on October 1st."",
        ""mnemonic"": ""It was almost impossible to weigh the octopus on the scales while she was trying to read books from the library."",
        ""image"": ""/images/user/base/Memory/Months/Libra (3).jpg"",
        ""keywords"": [
            ""Library"",
            ""Scales"",
            ""Octopus""
        ]
    }
]
```"
https://mammothmemory.net/memory/remembering-months-and-signs-of-the-zodiac/remembering-signs-of-the-zodiac/scorpio.html,"```json
[
    {
        ""term"": ""Scorpio"",
        ""definition"": ""Scorpio is the sign of the scorpion and occurs on November 1st."",
        ""mnemonic"": ""The scorpion decided to write a novel about an adventure in a rainforest."",
        ""image"": ""/images/user/base/Memory/Months/Scorpio (2).jpg"",
        ""keywords"": [""Scorpion"", ""Novel""]
    }
]
```"
https://mammothmemory.net/memory/remembering-months-and-signs-of-the-zodiac/remembering-signs-of-the-zodiac/sagittarius.html,"```json
[
    {
        ""term"": ""Sagittarius"",
        ""definition"": ""Sagittarius is the sign of the archer and occurs on December 1st."",
        ""mnemonic"": ""She opened her Christmas present and had been given an archery set but the string was all saggy."",
        ""image"": ""/images/user/base/Memory/Months/sagittarius.0270b4a.jpg"",
        ""keywords"": [""Sag"", ""Archer"", ""Christmas""]
    }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/protons/protons.html,"```json
[
    {
        ""term"": ""Protons"",
        ""definition"": ""Protons are positively charged subatomic particles."",
        ""mnemonic"": ""Protons (peas) are positively charged."",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.4 Proton Image (2).jpg"",
        ""keywords"": [""peas"", ""positive""]
    }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/neutrons/neutrons.html,"```json
[
    {
        ""term"": ""Neutrons"",
        ""definition"": ""Neutrons are neutral and have no charge."",
        ""mnemonic"": ""Neutrons (newts) are neutral and have no charge."",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/remember-neutron-resized-in-chemistry.973990c.jpg"",
        ""keywords"": [""newt""]
    }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/electron/electron.html,"```json
[
    {
        ""term"": ""Electrons"",
        ""definition"": ""Negatively charged particles."",
        ""mnemonic"": ""Electrons (electronic robots) are negatively charged."",
        ""image"": ""/images/user/base/Chemistry/2.%20Atomic%20Structure/2.2.2-electron-image-(new).4b7e365.jpg"",
        ""keywords"": ""electronic robots""
    }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/atomic-number/atomic-number.html,"```json
[
  {
    ""term"": ""Atomic number"",
    ""definition"": ""The atomic number tells you how many protons the element has."",
    ""mnemonic"": ""The atomic number is a tom cat with only a pea to eat (proton)."",
    ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.10 Atomic number memory aid (2).jpg"",
    ""keywords"": [""tom"", ""pea""]
  }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/mass-number/mass-number.html,"```json
[
    {
        ""term"": ""Mass number"",
        ""definition"": ""The mass number is the number of protons plus the number of neutrons in the atom. It is always the biggest number and is roughly double the atomic number."",
        ""mnemonic"": ""The mass number is represented by a bull mastiff eating a bowl of peas (protons) and newts (neutrons). All the live yummy bits, not electronic robots (electrons), because who wants to eat an electronic robot!"",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.11 Mass number memory aid (2).jpg"",
        ""keywords"": [""mas"", ""peas"", ""newts"", ""electronic"", ""robots""]
    }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/atomic-number-and-mass-number/atomic-number-and-mass-number.html,"```json
[
    {
        ""term"": ""Atomic number and mass number"",
        ""definition"": ""The atomic number is the number of protons in the nucleus of an atom, which determines the element. The mass number is the total number of protons and neutrons in an atom's nucleus."",
        ""mnemonic"": ""A bull mastiff (mass) dog is sitting on top of a tom (atomic) cat. The mass number is always the bigger number."",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.13 Mass is always bigger memory aid.jpg"",
        ""keywords"": [""bull mastiff"", ""mass"", ""tom"", ""atomic"", ""cat""]
    }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/relative-mass-of-particles/relative-mass-of-particles.html,"```json
[
    {
        ""term"": ""Protons"",
        ""definition"": ""Protons have a relative mass of 1.0073 amu."",
        ""mnemonic"": ""Protons (peas) have a mass of one."",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.6-proton-weight-image-(new).bc0e8d3.jpg"",
        ""keywords"": [""peas""]
    },
    {
        ""term"": ""Neutrons"",
        ""definition"": ""Neutrons have a relative mass of 1.0083 amu, but weigh the same as protons."",
        ""mnemonic"": ""Neutrons (newts) weigh the same as protons (peas), so also have a mass of one."",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.7-neutrons-weight-image-new-.d36cfa1.jpg"",
        ""keywords"": [""newts"", ""peas""]
    },
    {
        ""term"": ""Electrons"",
        ""definition"": ""Electrons have a very small weight, 0.00054 amu, and are often ignored in mass calculations."",
        ""mnemonic"": ""Electrons (electronic robots) weigh almost nothing whatsoever… they’re empty inside!"",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.8-electron-weight-image-new.a5f1de9.jpg"",
        ""keywords"": [""electronic robots""]
    }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/isotopes/isotopes.html,"```json
[
    {
        ""term"": ""Isotopes"",
        ""definition"": ""Atoms of the same element with a different number of neutrons."",
        ""mnemonic"": ""The newts (neutrons) are skating ‘on top’ of the ice (‘ice on top’ – isotope)."",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.16 Isotope mnemonic (2).jpg"",
        ""keywords"": [""newts"", ""on top"", ""ice""]
    }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/electron-shells/electron-shells.html,"```json
[
    {
        ""term"": ""Electron Shells"",
        ""definition"": ""Electrons orbit the nucleus of an atom in shells."",
        ""mnemonic"": ""To help you remember that electrons are arranged in shells, imagine our electronic robot (electron) hatching out of a shell."",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.18-electron-shell-memory-aid-(new).feaf028.jpg"",
        ""keywords"": [""electronic robot"", ""shell""]
    }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/electron-shells-and-2-8-8/electron-shells-and-2-8-8.html,"```json
[
    {
        ""term"": ""Electron shells"",
        ""definition"": ""Electrons occupy shells or orbits around the nucleus, where each shell can hold a specific number of electrons: the first shell holds 2, the second holds 8, and the third holds 8."",
        ""mnemonic"": ""To remember how many electrons are allowed in each shell, think of two fat ladies (2, 8, 8) on a beach covered in shells."",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.39 Electronic shell obit mnemonic (2).jpg"",
        ""keywords"": [""two fat ladies"", ""shells""]
    }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/ions/ions.html,"```json
[
    {
        ""term"": ""Ions"",
        ""definition"": ""Atoms or molecules that carry an electric charge, created when a neutral atom loses or gains electrons."",
        ""mnemonic"": ""To remind you, here’s an image of electronic robots (electrons) playing a round of golf using golf irons (ions)."",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.44-ion-memory-aid-(new).b1de29e.jpg"",
        ""keywords"": [""electronic"", ""irons""]
    }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/valency/valency.html,"```json
[
    {
        ""term"": ""Valency"",
        ""definition"": ""Valency is the number of bonds an atom can make with other atoms, usually based on the number of electrons in its outer shell."",
        ""mnemonic"": ""To help you remember that valency is about an atom’s potential to bond, imagine a bride who’s told to lift her 'veil and see' (valency) how many grooms want to 'bond' with her."",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.53 Valency memory aid (2).jpg"",
        ""keywords"": [""veil and see"", ""bond""]
    }
]
```"
https://mammothmemory.net/chemistry/atomic-structure/relative-atomic-mass-and-relative-formula-mass/relative-atomic-mass-and-relative-formula-mass.html,"```json
[
    {
        ""term"": ""Relative atomic mass"",
        ""definition"": ""The relative atomic mass of an element is equal to its mass number or the average of the mass numbers of the isotopes, taking their relative abundances into account."",
        ""mnemonic"": ""Think of all the relatives (relatives), of the bull mastiff (mass number)."",
        ""image"": ""/images/user/base/Chemistry/2. Atomic Structure/2.2.62 Relative mass number memory aid (2).jpg"",
        ""keywords"": ""relatives, bull mastiff""
    }
]
```"
https://mammothmemory.net/chemistry/periodic-table/the-history-of-the-periodic-table/the-history-of-the-periodic-table.html,"```json
[
    {
        ""term"": ""Newlands"",
        ""definition"": ""A British chemist who created a table of known chemical elements."",
        ""mnemonic"": ""Newlands decided to arrange elephants (elements) on his table in order of their mass, but he left no gaps for new elephants that had not yet been discovered."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.77 Newlands introduced periodic table image (2).jpg"",
        ""keywords"": [""Newlands"", ""News lands"", ""elephants""]
    },
    {
        ""term"": ""Mendeleev"",
        ""definition"": ""A Russian chemist who rearranged the periodic table to leave gaps and grouped elements with similar properties together."",
        ""mnemonic"": ""By mending and leaving (Mendeleev) gaps in the table, Mendeleev was able to keep elephants (elements) with similar houses (properties) together on the table."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.81 Mendeleev rearranged the table image.jpg"",
        ""keywords"": [""Mendeleev"", ""mending and leaving""]
    }
]
```"
https://mammothmemory.net/chemistry/periodic-table/groups-and-periods/groups-and-periods.html,"```json
[
    {
        ""term"": ""Groups and Periods of the Periodic Table"",
        ""definition"": ""Groups run along the top of the table and periods are found down the side."",
        ""mnemonic"": ""To remember that groups run along the top of the table, imagine a table with musical groups on top of it. Heavy metal groups are on the left and string groups (non-metals) are on the right. Different periods of time are illustrated on the table leg, indicating that the periods are found down the side of the periodic table."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.83 Metal left non metals right memory aid (2).jpg"",
        ""keywords"": [""groups"", ""top"", ""periods"", ""side""]
    }
]
```"
https://mammothmemory.net/chemistry/periodic-table/groups-of-the-periodic-table/groups-of-the-periodic-table.html,"```json
[
    {
        ""term"": ""Alkali metals"",
        ""definition"": ""Elements in Group 1 of the periodic table including potassium and sodium."",
        ""mnemonic"": ""We were all very nervous because we had to go down a back street full of drunks, all the alkies were lying down with their metal beer cans."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.84 Alkali metals memory aid (2).jpg"",
        ""keywords"": [""alki"", ""ly"", ""metal""]
    },
    {
        ""term"": ""Alkaline earth metals"",
        ""definition"": ""Elements in Group 2 of the periodic table including magnesium and calcium."",
        ""mnemonic"": ""Looking down, I saw that the street itself was paved with bottles and cans of alcohol in lines in the earth."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.85 Alkali earth metals memory aid (2).jpg"",
        ""keywords"": [""alc"", ""line"", ""earth""]
    },
    {
        ""term"": ""Transition metals"",
        ""definition"": ""Elements found in the middle section of the periodic table including gold and iron."",
        ""mnemonic"": ""We were so worried about walking that we drove through instead, in a transit van."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.86 Transition metals mnemonic (3).jpg"",
        ""keywords"": [""transit""]
    },
    {
        ""term"": ""Icosagens"",
        ""definition"": ""Also known as the boron group containing elements such as boron and aluminium."",
        ""mnemonic"": ""We drove safely out of the alley and a very expensive jewellery store caught my eye – it was selling high cost gems."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.87 Icosagens memory aid (2).jpg"",
        ""keywords"": [""high cost gems""]
    },
    {
        ""term"": ""Crystallogens"",
        ""definition"": ""Also known as the carbon group containing elements such as carbon and lead."",
        ""mnemonic"": ""The most impressive thing they were selling was a glittering necklace made of crystal."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.88 Crystallogens memory aid (2).jpg"",
        ""keywords"": [""crystal""]
    },
    {
        ""term"": ""Pnictogens"",
        ""definition"": ""Also known as the nitrogen family containing elements like nitrogen and arsenic."",
        ""mnemonic"": ""But, as I watched, thieves suddenly ran up and smashed the glass! The necklace quickly got nicked!"",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.89 Pnictogens memory aid (2).jpg"",
        ""keywords"": [""nicked""]
    },
    {
        ""term"": ""Chalcogens"",
        ""definition"": ""Also known as the oxygen family containing elements such as oxygen and sulphur."",
        ""mnemonic"": ""I could see the poor store owner inside, adding up what had been taken on his calculator."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.90 Chalcogens memory aid (2).jpg"",
        ""keywords"": [""calc""]
    },
    {
        ""term"": ""Halogens"",
        ""definition"": ""Elements in Group 7 of the periodic table including chlorine and bromine."",
        ""mnemonic"": ""What happened next was incredible! An angel swooped down and caught one of the thieves by snaring him with her halo!"",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.91 Halogen group (2).jpg"",
        ""keywords"": [""halo""]
    },
    {
        ""term"": ""Noble gases"",
        ""definition"": ""Elements in Group 0 of the periodic table including helium and neon."",
        ""mnemonic"": ""The angel presented the thief she had caught to the mayor. His clothes made him look very noble."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.92 Noble gas image (2).jpg"",
        ""keywords"": [""noble""]
    }
]
```"
https://mammothmemory.net/chemistry/periodic-table/properties-of-the-alkali-metals/properties-of-the-alkali-metals.html,"```json
[
    {
        ""term"": ""Alkali Metals"",
        ""definition"": ""The elements in group 1 of the periodic table known for reacting violently with water, having a single electron in their outer shell, being soft and less dense than water, having low melting points, and forming oxides and hydroxides."",
        ""mnemonic"": ""Following a raid on the alley, where the <span style='color: #ff0000;'>alk</span>ies were <span style='color: #ff0000;'>ly</span>ing down with their <span style='color: #ff0000;'>metal</span> beer cans, the alkali metals (along with their <span style='color: #ff0000;'>electric robots</span>)*, were deemed dangerous and criminal."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.93 Alkali metals electron memory aid (2).jpg"",
        ""keywords"": [""alk"", ""ly"", ""metal"", ""electric robots""]
    }
]
```"
https://mammothmemory.net/chemistry/periodic-table/properties-of-the-halogens/properties-of-the-halogens.html,"```json
[
    {
        ""term"": ""Halogen molecular structure"",
        ""definition"": ""Halogen molecules always have two atoms."",
        ""mnemonic"": ""The halo brigade always consists of one hero and one sidekick. There are always two."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.100 Halogens have 2 atoms.jpg"",
        ""keywords"": [""halo"", ""two""]
    },
    {
        ""term"": ""States of the Halogens"",
        ""definition"": ""Gases are at the top of their column of the periodic table, solids are at the bottom."",
        ""mnemonic"": ""They protect the air in the sky above and the solid ground below."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.101 Gas top solid bottom image.jpg"",
        ""keywords"": [""air"", ""above"", ""solid"", ""below""]
    },
    {
        ""term"": ""Coloured vapours of Halogens"",
        ""definition"": ""Halogens all have coloured vapours."",
        ""mnemonic"": ""When danger threatens, the halo brigade flies up to deal with it. As they fly, they leave coloured trails behind them."",
        ""image"": ""/images/user/base/uncategorised/Halogen Angels vapor trails.jpg"",
        ""keywords"": [""coloured trails""]
    },
    {
        ""term"": ""Displacement in Halogens"",
        ""definition"": ""Halogens higher up in the table displace the ones that are lower in the table."",
        ""mnemonic"": ""The more powerful hero angel wants a piece of the action first, so she shoves her less powerful sidekick out of the way."",
        ""image"": ""/images/user/base/uncategorised/Halogen Angels displacement.jpg"",
        ""keywords"": [""more powerful"", ""less powerful"", ""out of the way""]
    },
    {
        ""term"": ""Reaction with hydrogen"",
        ""definition"": ""Halogens react with hydrogen to make poisonous acids."",
        ""mnemonic"": ""The threat is quite often a high dragon (hydrogen). When the two of them fight, the wounded dragon spills poisonous, acid blood."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.104 Poisonous acids prompt (2).jpg"",
        ""keywords"": [""high dragon"", ""two"", ""poisonous, acid""]
    }
]
```"
https://mammothmemory.net/chemistry/periodic-table/properties-of-the-transition-metals/properties-of-the-transition-metals.html,"```json
[
    {
        ""term"": ""Transition metals"",
        ""definition"": ""The large group of elements in the middle of the periodic table between groups 2 and 3. They are hard and dense, less reactive than group 1 & 2 metals, conduct heat and electricity well, have high melting points, are used as catalysts, form colorful ionic compounds, and some can form more than one ion."",
        ""mnemonic"": ""Once upon a time, a gorilla (silver Ag) tried to park his transit van (transition metals) but because there wasn’t much room, he had to lift it into the space. For a human, this would have been impossible. However, for the gorilla, because he was so hard and strong, it was no trouble at all. The man in the car next to him was not happy as the gorilla had blocked him in. 'What do you think you’re doing?! Are you dense?!' he yelled. It didn’t end there. He got out of his car and the conversation began to get heated. The man was so livid that he threw a punch at the gorilla. The gorilla tried to defend himself, but his reactions were too slow and he ended up getting hurt. Luckily, a benevolent cheetah happened to be running past. When she saw that the gorilla had been hurt, she was keen to assist (Cat-assist, catalyst). The pair’s bust-up was holding up the traffic. A bus stopped and its conductor got out to see what all the commotion was about. The conductor’s bus was anything but ordinary; it was painted with bright colours. On the top deck of the bus was a group of robots on their way to the local golf course. They each had golf bags containing one, two, or three irons."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.106 Transition metal group chart.jpg"",
        ""keywords"": [
            ""gorilla"",
            ""silver Ag"",
            ""transit"",
            ""hard and strong"",
            ""dense"",
            ""get heated"",
            ""reactions were too slow"",
            ""cheetah, Cat-assist, catalyst"",
            ""conductor"",
            ""bright colours"",
            ""one, two or three irons""
        ]
    }
]
```"
https://mammothmemory.net/chemistry/periodic-table/properties-of-the-noble-gases/properties-of-the-noble-gases.html,"```json
[
    {
        ""term"": ""Noble Gases"",
        ""definition"": ""Elements in group 0 of the periodic table, known for being colorless, non-reactive, and becoming denser as you go down the group."",
        ""mnemonic"": ""When I was in the UK, I took a tour of the Houses of Parliament with the mayor, who as we know is very noble."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.115 Noble gas mnemonic.jpg"",
        ""keywords"": ""noble""
    },
    {
        ""term"": ""Colourless"",
        ""definition"": null,
        ""mnemonic"": ""Sadly, the politicians weren’t doing anything and the inside of the building was really boring and colourless."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.116 Noble gasses are colourless.jpg"",
        ""keywords"": ""colourless""
    },
    {
        ""term"": ""Non-reactive"",
        ""definition"": null,
        ""mnemonic"": ""I started spraying graffiti on the walls, but they still didn’t react!"",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.117 Noble gasses are not reactive.jpg"",
        ""keywords"": ""didn’t react""
    },
    {
        ""term"": ""Denser as you go down"",
        ""definition"": null,
        ""mnemonic"": ""The politicians on the lower benches didn’t really know what was going on. They seemed very dense."",
        ""image"": ""/images/user/base/Chemistry/4. Periodic Table/2.4.118 Noble gasses are denser as you go down.jpg"",
        ""keywords"": ""lower, dense""
    }
]
```"
