url,concept_and_mnemonic
https://mammothmemory.net/chemistry/periodic-table/elements-of-the-periodic-table/elements-of-the-periodic-table.html,"```json
{
  ""term"": ""Potassium"",
  ""definition"": ""Potassium is an alkali metal with the symbol K, shown on the periodic table."",
  ""mnemonic"": ""Potassium is the potato King (K).""
}
```"
https://mammothmemory.net/chemistry/periodic-table/elements-of-the-periodic-table/elements-of-the-periodic-table.html,"```json
{
  ""term"": ""Calcium"",
  ""definition"": ""Calcium is a chemical element represented by the symbol Ca and belongs to the alkaline earth metals group. It has 4 electron shells with the inner, second and third shells fully filled, and the outer shell containing 2 electrons."",
  ""mnemonic"": ""Calcium is represented by a skeletal Cat drinking milk (Ca).""
}
```"
https://mammothmemory.net/chemistry/periodic-table/elements-of-the-periodic-table/elements-of-the-periodic-table.html,"```json
{
  ""term"": ""Titanium"",
  ""definition"": ""Titanium is a transition metal element, symbolized as Ti, with an atomic number of 22."",
  ""mnemonic"": ""Titanium is the sinking Titanic covered in Ties (Ti).""
}
```"
https://mammothmemory.net/chemistry/periodic-table/elements-of-the-periodic-table/elements-of-the-periodic-table.html,"```json
{
  ""term"": ""Chromium"",
  ""definition"": ""Chromium is a transition metal represented by the symbol Cr."",
  ""mnemonic"": ""Chromium is represented by a chrome car emblem in the shape of a Crow (Cr).""
}
```"
https://mammothmemory.net/chemistry/periodic-table/elements-of-the-periodic-table/elements-of-the-periodic-table.html,"```json
{
  ""term"": ""Manganese"",
  ""definition"": ""Manganese is a transition metal represented by the symbol Mn."",
  ""mnemonic"": ""Manganese is illustrated by a Manga Man who has hurt his Manga knees (Mn).""
}
```"
https://mammothmemory.net/chemistry/periodic-table/elements-of-the-periodic-table/elements-of-the-periodic-table.html,"```json
{
  ""term"": ""Iron"",
  ""definition"": ""Iron is represented as Fe on the periodic table and is a transition metal."",
  ""mnemonic"": ""Iron is someone ironing with their Feet (Fe).""
}
```"
https://mammothmemory.net/chemistry/periodic-table/elements-of-the-periodic-table/elements-of-the-periodic-table.html,"```json
{
  ""term"": ""Cobalt"",
  ""definition"": ""Cobalt is a transition metal represented by the symbol 'Co'."",
  ""mnemonic"": ""Cobalt is represented by a bolt joining together two Cobras (Co).""
}
```"
https://mammothmemory.net/chemistry/periodic-table/elements-of-the-periodic-table/elements-of-the-periodic-table.html,"```json
{
  ""term"": ""Nickel"",
  ""definition"": ""Nickel is a chemical element with symbol Ni and atomic number 28, found in the transition metals group."",
  ""mnemonic"": ""Nickel is someone holding a pair of really big kNickers (Ni).""
}
```"
https://mammothmemory.net/chemistry/periodic-table/elements-of-the-periodic-table/elements-of-the-periodic-table.html,"```json
{
  ""term"": ""Copper"",
  ""definition"": ""Copper is a transition metal with the symbol Cu and an atomic number of 29."",
  ""mnemonic"": ""Copper is a copper saying 'See you (Cu) in court!'""
}
```"
https://mammothmemory.net/chemistry/periodic-table/elements-of-the-periodic-table/elements-of-the-periodic-table.html,"```json
{
  ""term"": ""Zinc"",
  ""definition"": ""Zinc is a transition metal represented by the symbol Zn."",
  ""mnemonic"": ""Zinc is illustrated by a sinking boat containing a Zulu and a little nun (Zn).""
}
```"
https://mammothmemory.net/chemistry/periodic-table/elements-of-the-periodic-table/elements-of-the-periodic-table.html,"```json
{
  ""term"": ""Bromine"",
  ""definition"": ""Bromine is represented by Br on the periodic table in the halogens group and has an atomic number of 35."",
  ""mnemonic"": ""Bromine is represented by a mean Brother (Br).""
}
```"
https://mammothmemory.net/chemistry/periodic-table/elements-of-the-periodic-table/elements-of-the-periodic-table.html,"```json
{
    ""term"": ""Silver"",
    ""definition"": ""Silver is represented by two silver-backed gorillas being aggressive (Ag) or just think of it as A Gorilla."",
    ""mnemonic"": ""Silver is represented by two silver-backed gorillas being Ag-gressive (Ag) or just think of it as A Gorilla.""
}
```"

